event_id,user_id,account_id,event_date,feature_area,event_type,success,platform,session_minutes
evt_001229,usr_bb7bfb58,acct_brightline,2026-05-07,admin_permissions,feature_use,true,desktop,11
evt_001230,usr_bb7bfb58,acct_brightline,2026-05-07,search,feature_use,true,web,23
evt_001231,usr_0d2b3b4a,acct_brightline,2026-05-07,integrations,feature_use,true,web,25
evt_001232,usr_0d2b3b4a,acct_brightline,2026-05-07,calls,feature_use,true,web,3
evt_001233,usr_0d2b3b4a,acct_brightline,2026-05-07,calls,feature_use,true,desktop,2
evt_001234,usr_0d2b3b4a,acct_brightline,2026-05-07,integrations,feature_use,true,web,30
evt_001235,usr_c8f78307,acct_brightline,2026-05-07,calls,feature_use,false,desktop,1
evt_001236,usr_c8f78307,acct_brightline,2026-05-07,channel_browse,feature_use,true,desktop,25
evt_001237,usr_a5ec14d1,acct_brightline,2026-05-07,boards,feature_use,true,web,28
evt_001238,usr_0795e5dc,acct_riverstone,2026-05-07,integrations,feature_use,false,desktop,7
evt_001239,usr_0795e5dc,acct_riverstone,2026-05-07,mobile_notifications,feature_use,false,mobile,14
evt_001240,usr_0795e5dc,acct_riverstone,2026-05-07,admin_permissions,feature_use,true,web,11
evt_001241,usr_0795e5dc,acct_riverstone,2026-05-07,boards,feature_use,true,web,45
evt_001242,usr_e9651a0f,acct_riverstone,2026-05-07,boards,feature_use,true,web,24
evt_001243,usr_e9651a0f,acct_riverstone,2026-05-07,channel_browse,feature_use,true,web,33
evt_001244,usr_e9651a0f,acct_riverstone,2026-05-07,admin_permissions,feature_use,true,desktop,12
evt_001245,usr_e9651a0f,acct_riverstone,2026-05-07,channel_browse,feature_use,true,desktop,13
evt_001246,usr_c06de761,acct_riverstone,2026-05-07,mobile_notifications,feature_use,false,mobile,6
evt_001247,usr_c06de761,acct_riverstone,2026-05-07,threaded_replies,feature_use,true,web,22
evt_001248,usr_c06de761,acct_riverstone,2026-05-07,search,feature_use,true,web,7
evt_001249,usr_c06de761,acct_riverstone,2026-05-07,search,feature_use,true,desktop,43
evt_001250,usr_36e2f0a9,acct_atlas,2026-05-07,mobile_notifications,feature_use,true,mobile,32
evt_001251,usr_33a8ab54,acct_atlas,2026-05-07,threaded_replies,feature_use,true,mobile,22
evt_001252,usr_33a8ab54,acct_atlas,2026-05-07,admin_permissions,feature_use,false,desktop,43
evt_001253,usr_33a8ab54,acct_atlas,2026-05-07,threaded_replies,feature_use,true,desktop,22
evt_001254,usr_55f51956,acct_horizon,2026-05-07,search,feature_use,true,mobile,45
evt_001255,usr_55f51956,acct_horizon,2026-05-07,boards,feature_use,true,web,44
evt_001256,usr_36671407,acct_clearpath,2026-05-07,admin_permissions,feature_use,false,desktop,44
evt_001257,usr_36671407,acct_clearpath,2026-05-07,integrations,feature_use,false,web,40
evt_001258,usr_36671407,acct_clearpath,2026-05-07,admin_permissions,feature_use,true,desktop,31
evt_001259,usr_995e63f9,acct_blueharbor,2026-05-07,search,feature_use,false,web,43
evt_001260,usr_995e63f9,acct_blueharbor,2026-05-07,integrations,feature_use,true,web,43
evt_001261,usr_995e63f9,acct_blueharbor,2026-05-07,boards,feature_use,true,desktop,2
evt_001262,usr_995e63f9,acct_blueharbor,2026-05-07,search,feature_use,false,desktop,18
evt_001263,usr_2494f0b4,acct_blueharbor,2026-05-07,integrations,feature_use,false,mobile,43
evt_001264,usr_2494f0b4,acct_blueharbor,2026-05-07,channel_browse,feature_use,true,mobile,6
evt_001265,usr_2494f0b4,acct_blueharbor,2026-05-07,boards,feature_use,true,web,37
evt_001266,usr_23334577,acct_blueharbor,2026-05-07,boards,feature_use,true,desktop,28
evt_001267,usr_23334577,acct_blueharbor,2026-05-07,calls,feature_use,true,web,6
evt_001268,usr_23334577,acct_blueharbor,2026-05-07,search,feature_use,true,mobile,13
evt_001269,usr_23334577,acct_blueharbor,2026-05-07,boards,feature_use,true,web,21
evt_001270,usr_03136a95,acct_redwood,2026-05-07,admin_permissions,feature_use,true,web,44
evt_001271,usr_03136a95,acct_redwood,2026-05-07,admin_permissions,feature_use,true,mobile,38
evt_001272,usr_03136a95,acct_redwood,2026-05-07,search,feature_use,true,mobile,30
evt_001273,usr_03136a95,acct_redwood,2026-05-07,search,feature_use,false,web,15
evt_001274,usr_78adb1c0,acct_redwood,2026-05-07,search,feature_use,true,desktop,45
evt_001275,usr_78adb1c0,acct_redwood,2026-05-07,search,feature_use,true,mobile,45
evt_001276,usr_78adb1c0,acct_redwood,2026-05-07,search,feature_use,false,desktop,31
evt_001277,usr_78adb1c0,acct_redwood,2026-05-07,integrations,feature_use,true,web,25
evt_001278,usr_37579dad,acct_redwood,2026-05-07,search,feature_use,false,desktop,15
evt_001279,usr_37579dad,acct_redwood,2026-05-07,integrations,feature_use,true,desktop,12
evt_001280,usr_37579dad,acct_redwood,2026-05-07,boards,feature_use,true,web,43
evt_001281,usr_3ff19d23,acct_redwood,2026-05-07,integrations,feature_use,true,mobile,23
evt_001282,usr_10bc85e7,acct_ironclad,2026-05-07,search,feature_use,false,mobile,4
evt_001283,usr_4b716aff,acct_ironclad,2026-05-07,integrations,feature_use,true,web,10
evt_001284,usr_4b716aff,acct_ironclad,2026-05-07,search,feature_use,false,web,42
evt_001285,usr_7c7b6637,acct_greenleaf,2026-05-07,threaded_replies,feature_use,true,desktop,42
evt_001286,usr_7c7b6637,acct_greenleaf,2026-05-07,integrations,feature_use,true,web,26
evt_001287,usr_7c7b6637,acct_greenleaf,2026-05-07,mobile_notifications,feature_use,true,mobile,39
evt_001288,usr_7c7b6637,acct_greenleaf,2026-05-07,admin_permissions,feature_use,true,web,45
evt_001289,usr_83a835c0,acct_quantum,2026-05-07,threaded_replies,feature_use,true,web,32
evt_001290,usr_83a835c0,acct_quantum,2026-05-07,integrations,feature_use,false,web,38
evt_001291,usr_83a835c0,acct_quantum,2026-05-07,integrations,feature_use,true,web,7
evt_001292,usr_83a835c0,acct_quantum,2026-05-07,boards,feature_use,true,web,42
evt_001293,usr_dcc0601c,acct_union,2026-05-07,mobile_notifications,feature_use,true,mobile,34
evt_001294,usr_dcc0601c,acct_union,2026-05-07,integrations,feature_use,true,mobile,42
evt_001295,usr_d029eff3,acct_union,2026-05-07,admin_permissions,feature_use,false,web,39
evt_001296,usr_d029eff3,acct_union,2026-05-07,integrations,feature_use,true,web,21
evt_001297,usr_fe3fe2f3,acct_union,2026-05-07,integrations,feature_use,true,web,17
evt_001298,usr_fe3fe2f3,acct_union,2026-05-07,calls,feature_use,true,desktop,33
evt_001299,usr_368bd343,acct_union,2026-05-07,mobile_notifications,feature_use,false,mobile,34
evt_001300,usr_368bd343,acct_union,2026-05-07,admin_permissions,feature_use,true,mobile,9
evt_001301,usr_998eec44,acct_coastal,2026-05-07,integrations,feature_use,true,web,10
evt_001302,usr_31babd02,acct_coastal,2026-05-07,admin_permissions,feature_use,true,web,23
evt_001303,usr_31babd02,acct_coastal,2026-05-07,threaded_replies,feature_use,true,web,36
evt_001304,usr_a124e025,acct_coastal,2026-05-07,integrations,feature_use,true,web,17
evt_001305,usr_a124e025,acct_coastal,2026-05-07,integrations,feature_use,false,web,14
evt_001306,usr_a124e025,acct_coastal,2026-05-07,search,feature_use,false,desktop,45
evt_001307,usr_a124e025,acct_coastal,2026-05-07,mobile_notifications,feature_use,true,mobile,33
evt_001308,usr_b37194cb,acct_nimble,2026-05-07,threaded_replies,feature_use,false,web,18
evt_001309,usr_b37194cb,acct_nimble,2026-05-07,search,feature_use,true,mobile,5
evt_001310,usr_b37194cb,acct_nimble,2026-05-07,channel_browse,feature_use,true,desktop,18
evt_001311,usr_b37194cb,acct_nimble,2026-05-07,search,feature_use,false,web,7
evt_001312,usr_c34791d0,acct_nimble,2026-05-07,threaded_replies,feature_use,true,desktop,12
evt_001313,usr_c34791d0,acct_nimble,2026-05-07,mobile_notifications,feature_use,true,mobile,7
evt_001314,usr_5cc4f0cd,acct_craftworks,2026-05-07,calls,feature_use,true,desktop,25
evt_001315,usr_47af1f6e,acct_craftworks,2026-05-07,integrations,feature_use,true,web,33
evt_001316,usr_47af1f6e,acct_craftworks,2026-05-07,boards,feature_use,true,web,37
evt_001317,usr_47af1f6e,acct_craftworks,2026-05-07,boards,feature_use,true,desktop,24
evt_001318,usr_47af1f6e,acct_craftworks,2026-05-07,boards,feature_use,true,mobile,30
evt_001319,usr_8761ef87,acct_craftworks,2026-05-07,admin_permissions,feature_use,true,web,28
evt_001320,usr_8761ef87,acct_craftworks,2026-05-07,boards,feature_use,true,desktop,15
evt_001321,usr_8761ef87,acct_craftworks,2026-05-07,integrations,feature_use,false,desktop,27
evt_001322,usr_42848727,acct_prairie,2026-05-07,admin_permissions,feature_use,true,web,19
evt_001323,usr_42848727,acct_prairie,2026-05-07,mobile_notifications,feature_use,true,web,28
evt_001324,usr_5e484ee3,acct_urban,2026-05-07,integrations,feature_use,true,desktop,1
evt_001325,usr_385fcf8b,acct_pulse,2026-05-07,channel_browse,feature_use,true,web,23
evt_001326,usr_385fcf8b,acct_pulse,2026-05-07,admin_permissions,feature_use,true,web,24
evt_001327,usr_9814a270,acct_pulse,2026-05-07,calls,feature_use,false,desktop,19
evt_001328,usr_9814a270,acct_pulse,2026-05-07,search,feature_use,true,web,41
evt_001329,usr_c4eee95b,acct_pulse,2026-05-07,admin_permissions,feature_use,false,mobile,3
evt_001330,usr_c4eee95b,acct_pulse,2026-05-07,admin_permissions,feature_use,false,desktop,4
evt_001331,usr_c4eee95b,acct_pulse,2026-05-07,search,feature_use,false,web,23
evt_001332,usr_f0e3d343,acct_northwind,2026-05-08,search,feature_use,true,web,34
evt_001333,usr_f0e3d343,acct_northwind,2026-05-08,integrations,feature_use,true,web,32
evt_001334,usr_f0e3d343,acct_northwind,2026-05-08,search,feature_use,false,web,31
evt_001335,usr_e47c2ce6,acct_helix,2026-05-08,integrations,feature_use,true,web,28
evt_001336,usr_e47c2ce6,acct_helix,2026-05-08,search,feature_use,false,desktop,8
evt_001337,usr_e47c2ce6,acct_helix,2026-05-08,search,feature_use,true,web,22
evt_001338,usr_e47c2ce6,acct_helix,2026-05-08,admin_permissions,feature_use,true,web,31
evt_001339,usr_273d5696,acct_helix,2026-05-08,integrations,feature_use,false,desktop,21
evt_001340,usr_273d5696,acct_helix,2026-05-08,admin_permissions,feature_use,false,web,25
evt_001341,usr_273d5696,acct_helix,2026-05-08,channel_browse,feature_use,false,desktop,9
evt_001342,usr_273d5696,acct_helix,2026-05-08,channel_browse,feature_use,true,desktop,16
evt_001343,usr_72e9b546,acct_cascade,2026-05-08,threaded_replies,feature_use,true,web,28
evt_001344,usr_36bed7ae,acct_cascade,2026-05-08,integrations,feature_use,true,web,8
evt_001345,usr_36bed7ae,acct_cascade,2026-05-08,calls,feature_use,false,web,28
evt_001346,usr_b14a2840,acct_vertex,2026-05-08,search,feature_use,true,web,13
evt_001347,usr_b14a2840,acct_vertex,2026-05-08,admin_permissions,feature_use,true,mobile,6
evt_001348,usr_95b0f5ed,acct_pioneer,2026-05-08,integrations,feature_use,true,mobile,20
evt_001349,usr_95b0f5ed,acct_pioneer,2026-05-08,search,feature_use,true,desktop,27
evt_001350,usr_95b0f5ed,acct_pioneer,2026-05-08,threaded_replies,feature_use,true,web,1
evt_001351,usr_95b0f5ed,acct_pioneer,2026-05-08,search,feature_use,false,web,31
evt_001352,usr_bd4764b5,acct_pioneer,2026-05-08,mobile_notifications,feature_use,true,mobile,8
evt_001353,usr_cbd58648,acct_pioneer,2026-05-08,boards,feature_use,true,web,24
evt_001354,usr_73a9887c,acct_summit,2026-05-08,search,feature_use,true,mobile,39
evt_001355,usr_73a9887c,acct_summit,2026-05-08,search,feature_use,false,desktop,42
evt_001356,usr_73a9887c,acct_summit,2026-05-08,boards,feature_use,true,web,7
evt_001357,usr_73a9887c,acct_summit,2026-05-08,search,feature_use,true,web,31
evt_001358,usr_38b93348,acct_summit,2026-05-08,search,feature_use,true,mobile,17
evt_001359,usr_38b93348,acct_summit,2026-05-08,calls,feature_use,true,desktop,36
evt_001360,usr_b30f1de9,acct_brightline,2026-05-08,threaded_replies,feature_use,true,desktop,19
evt_001361,usr_1580f2fe,acct_brightline,2026-05-08,admin_permissions,feature_use,true,desktop,26
evt_001362,usr_b2d1be52,acct_brightline,2026-05-08,threaded_replies,feature_use,true,web,25
evt_001363,usr_dcc639ff,acct_brightline,2026-05-08,channel_browse,feature_use,true,mobile,38
evt_001364,usr_dcc639ff,acct_brightline,2026-05-08,integrations,feature_use,false,desktop,30
evt_001365,usr_dcc639ff,acct_brightline,2026-05-08,integrations,feature_use,false,web,15
evt_001366,usr_bf29c225,acct_riverstone,2026-05-08,threaded_replies,feature_use,true,desktop,18
evt_001367,usr_bf29c225,acct_riverstone,2026-05-08,calls,feature_use,true,desktop,42
evt_001368,usr_e9651a0f,acct_riverstone,2026-05-08,search,feature_use,true,mobile,24
evt_001369,usr_e5519e3e,acct_atlas,2026-05-08,search,feature_use,true,desktop,23
evt_001370,usr_e5519e3e,acct_atlas,2026-05-08,search,feature_use,false,web,2
evt_001371,usr_e5519e3e,acct_atlas,2026-05-08,mobile_notifications,feature_use,false,mobile,7
evt_001372,usr_918ec5ad,acct_horizon,2026-05-08,search,feature_use,false,desktop,26
evt_001373,usr_918ec5ad,acct_horizon,2026-05-08,search,feature_use,true,desktop,24
evt_001374,usr_918ec5ad,acct_horizon,2026-05-08,search,feature_use,false,web,30
evt_001375,usr_b87c37bb,acct_horizon,2026-05-08,channel_browse,feature_use,true,desktop,42
evt_001376,usr_b87c37bb,acct_horizon,2026-05-08,channel_browse,feature_use,true,desktop,26
evt_001377,usr_b826d199,acct_clearpath,2026-05-08,admin_permissions,feature_use,false,web,34
evt_001378,usr_b826d199,acct_clearpath,2026-05-08,search,feature_use,false,web,7
evt_001379,usr_b826d199,acct_clearpath,2026-05-08,channel_browse,feature_use,true,desktop,42
evt_001380,usr_b826d199,acct_clearpath,2026-05-08,admin_permissions,feature_use,true,desktop,18
evt_001381,usr_3ab92b25,acct_clearpath,2026-05-08,boards,feature_use,true,desktop,35
evt_001382,usr_5d38c1fe,acct_sterling,2026-05-08,search,feature_use,true,mobile,41
evt_001383,usr_5d38c1fe,acct_sterling,2026-05-08,threaded_replies,feature_use,true,web,35
evt_001384,usr_5d38c1fe,acct_sterling,2026-05-08,search,feature_use,false,desktop,10
evt_001385,usr_5d38c1fe,acct_sterling,2026-05-08,search,feature_use,true,web,25
evt_001386,usr_b4528f30,acct_blueharbor,2026-05-08,boards,feature_use,true,desktop,32
evt_001387,usr_b4528f30,acct_blueharbor,2026-05-08,search,feature_use,true,web,19
evt_001388,usr_b4528f30,acct_blueharbor,2026-05-08,mobile_notifications,feature_use,true,web,6
evt_001389,usr_b4528f30,acct_blueharbor,2026-05-08,admin_permissions,feature_use,true,web,34
evt_001390,usr_0fa297b8,acct_blueharbor,2026-05-08,integrations,feature_use,true,mobile,20
evt_001391,usr_0fa297b8,acct_blueharbor,2026-05-08,integrations,feature_use,true,desktop,18
evt_001392,usr_78fc0f46,acct_redwood,2026-05-08,threaded_replies,feature_use,true,desktop,31
evt_001393,usr_78fc0f46,acct_redwood,2026-05-08,boards,feature_use,true,web,18
evt_001394,usr_03136a95,acct_redwood,2026-05-08,admin_permissions,feature_use,true,web,21
evt_001395,usr_03136a95,acct_redwood,2026-05-08,threaded_replies,feature_use,true,desktop,39
evt_001396,usr_03136a95,acct_redwood,2026-05-08,integrations,feature_use,true,desktop,42
evt_001397,usr_7895a988,acct_ironclad,2026-05-08,threaded_replies,feature_use,true,desktop,15
evt_001398,usr_7895a988,acct_ironclad,2026-05-08,integrations,feature_use,true,web,2
evt_001399,usr_7895a988,acct_ironclad,2026-05-08,channel_browse,feature_use,true,web,8
evt_001400,usr_7895a988,acct_ironclad,2026-05-08,search,feature_use,false,desktop,9
evt_001401,usr_5b892a6e,acct_ironclad,2026-05-08,calls,feature_use,true,desktop,27
evt_001402,usr_5b892a6e,acct_ironclad,2026-05-08,threaded_replies,feature_use,true,web,9
evt_001403,usr_18361d2d,acct_ironclad,2026-05-08,mobile_notifications,feature_use,true,mobile,45
evt_001404,usr_18361d2d,acct_ironclad,2026-05-08,search,feature_use,false,mobile,39
evt_001405,usr_c840e721,acct_ironclad,2026-05-08,search,feature_use,true,web,27
evt_001406,usr_c840e721,acct_ironclad,2026-05-08,search,feature_use,true,desktop,34
evt_001407,usr_c840e721,acct_ironclad,2026-05-08,integrations,feature_use,true,web,22
evt_001408,usr_bafaffc4,acct_fieldforce,2026-05-08,threaded_replies,feature_use,true,desktop,44
evt_001409,usr_bafaffc4,acct_fieldforce,2026-05-08,admin_permissions,feature_use,true,desktop,17
evt_001410,usr_a5a2fa1f,acct_fieldforce,2026-05-08,threaded_replies,feature_use,true,desktop,34
evt_001411,usr_a5a2fa1f,acct_fieldforce,2026-05-08,channel_browse,feature_use,false,desktop,26
evt_001412,usr_5892e96c,acct_greenleaf,2026-05-08,boards,feature_use,true,web,4
evt_001413,usr_5892e96c,acct_greenleaf,2026-05-08,calls,feature_use,true,web,7
evt_001414,usr_5892e96c,acct_greenleaf,2026-05-08,search,feature_use,true,desktop,22
evt_001415,usr_1825c849,acct_greenleaf,2026-05-08,threaded_replies,feature_use,true,web,1
evt_001416,usr_1825c849,acct_greenleaf,2026-05-08,integrations,feature_use,true,mobile,41
evt_001417,usr_1825c849,acct_greenleaf,2026-05-08,admin_permissions,feature_use,true,web,37
evt_001418,usr_0bc3eaa0,acct_quantum,2026-05-08,integrations,feature_use,false,mobile,21
evt_001419,usr_0bc3eaa0,acct_quantum,2026-05-08,integrations,feature_use,false,desktop,45
evt_001420,usr_0bc3eaa0,acct_quantum,2026-05-08,mobile_notifications,feature_use,true,mobile,33
evt_001421,usr_82d34ab5,acct_quantum,2026-05-08,mobile_notifications,feature_use,false,mobile,44
evt_001422,usr_82d34ab5,acct_quantum,2026-05-08,mobile_notifications,feature_use,false,mobile,14
evt_001423,usr_82d34ab5,acct_quantum,2026-05-08,boards,feature_use,true,desktop,11
evt_001424,usr_82d34ab5,acct_quantum,2026-05-08,admin_permissions,feature_use,true,desktop,39
evt_001425,usr_b57ba0f6,acct_union,2026-05-08,search,feature_use,false,mobile,16
evt_001426,usr_b57ba0f6,acct_union,2026-05-08,channel_browse,feature_use,true,web,10
evt_001427,usr_b57ba0f6,acct_union,2026-05-08,integrations,feature_use,false,web,1
evt_001428,usr_b57ba0f6,acct_union,2026-05-08,search,feature_use,false,mobile,6
evt_001429,usr_d029eff3,acct_union,2026-05-08,search,feature_use,false,web,18
evt_001430,usr_d029eff3,acct_union,2026-05-08,threaded_replies,feature_use,true,web,30
evt_001431,usr_d029eff3,acct_union,2026-05-08,search,feature_use,false,web,29
evt_001432,usr_d029eff3,acct_union,2026-05-08,mobile_notifications,feature_use,true,mobile,3
evt_001433,usr_368bd343,acct_union,2026-05-08,mobile_notifications,feature_use,false,mobile,24
evt_001434,usr_368bd343,acct_union,2026-05-08,mobile_notifications,feature_use,true,mobile,27
evt_001435,usr_368bd343,acct_union,2026-05-08,mobile_notifications,feature_use,true,mobile,40
evt_001436,usr_8b885c0f,acct_prairie,2026-05-08,boards,feature_use,false,web,6
evt_001437,usr_8b885c0f,acct_prairie,2026-05-08,search,feature_use,true,desktop,26
evt_001438,usr_8b885c0f,acct_prairie,2026-05-08,boards,feature_use,true,web,21
evt_001439,usr_8b885c0f,acct_prairie,2026-05-08,channel_browse,feature_use,true,web,31
evt_001440,usr_e53be2fa,acct_urban,2026-05-08,admin_permissions,feature_use,true,web,37
evt_001441,usr_e53be2fa,acct_urban,2026-05-08,search,feature_use,true,web,24
evt_001442,usr_43c4aa34,acct_pulse,2026-05-08,integrations,feature_use,true,web,26
evt_001443,usr_43c4aa34,acct_pulse,2026-05-08,search,feature_use,false,web,27
evt_001444,usr_43c4aa34,acct_pulse,2026-05-08,integrations,feature_use,true,web,4
evt_001445,usr_0a6f28d8,acct_pulse,2026-05-08,channel_browse,feature_use,true,web,23
evt_001446,usr_0a6f28d8,acct_pulse,2026-05-08,admin_permissions,feature_use,true,mobile,11
evt_001447,usr_0a6f28d8,acct_pulse,2026-05-08,admin_permissions,feature_use,true,desktop,37
evt_001448,usr_0a6f28d8,acct_pulse,2026-05-08,threaded_replies,feature_use,true,desktop,39
evt_001449,usr_9814a270,acct_pulse,2026-05-08,search,feature_use,false,desktop,21
evt_001450,usr_9814a270,acct_pulse,2026-05-08,search,feature_use,false,desktop,32
evt_001451,usr_30df48c5,acct_pulse,2026-05-08,threaded_replies,feature_use,true,desktop,9
evt_001452,usr_30df48c5,acct_pulse,2026-05-08,integrations,feature_use,true,mobile,3
evt_001453,usr_30df48c5,acct_pulse,2026-05-08,channel_browse,feature_use,false,web,35
evt_001454,usr_30df48c5,acct_pulse,2026-05-08,boards,feature_use,true,web,14
evt_001455,usr_9001b711,acct_northwind,2026-05-09,search,feature_use,false,mobile,8
evt_001456,usr_9001b711,acct_northwind,2026-05-09,boards,feature_use,true,web,27
evt_001457,usr_9001b711,acct_northwind,2026-05-09,threaded_replies,feature_use,true,web,22
evt_001458,usr_038a0d43,acct_northwind,2026-05-09,threaded_replies,feature_use,true,mobile,11
evt_001459,usr_038a0d43,acct_northwind,2026-05-09,threaded_replies,feature_use,true,desktop,45
evt_001460,usr_853d4266,acct_helix,2026-05-09,boards,feature_use,true,mobile,41
evt_001461,usr_853d4266,acct_helix,2026-05-09,threaded_replies,feature_use,true,web,19
evt_001462,usr_853d4266,acct_helix,2026-05-09,calls,feature_use,true,desktop,36
evt_001463,usr_853d4266,acct_helix,2026-05-09,channel_browse,feature_use,true,web,8
evt_001464,usr_5c4ee81b,acct_helix,2026-05-09,channel_browse,feature_use,true,desktop,26
evt_001465,usr_5c4ee81b,acct_helix,2026-05-09,search,feature_use,false,web,19
evt_001466,usr_5c4ee81b,acct_helix,2026-05-09,search,feature_use,false,web,27
evt_001467,usr_5c4ee81b,acct_helix,2026-05-09,integrations,feature_use,true,desktop,3
evt_001468,usr_fe9bbd09,acct_helix,2026-05-09,boards,feature_use,true,mobile,39
evt_001469,usr_fe9bbd09,acct_helix,2026-05-09,search,feature_use,true,mobile,28
evt_001470,usr_37cc402d,acct_helix,2026-05-09,search,feature_use,false,desktop,37
evt_001471,usr_37cc402d,acct_helix,2026-05-09,threaded_replies,feature_use,false,web,12
evt_001472,usr_37cc402d,acct_helix,2026-05-09,channel_browse,feature_use,true,web,15
evt_001473,usr_37cc402d,acct_helix,2026-05-09,search,feature_use,false,mobile,41
evt_001474,usr_1c54e2bf,acct_helix,2026-05-09,calls,feature_use,true,web,6
evt_001475,usr_1c54e2bf,acct_helix,2026-05-09,search,feature_use,false,mobile,38
evt_001476,usr_1c54e2bf,acct_helix,2026-05-09,search,feature_use,false,mobile,6
evt_001477,usr_c10f0cd2,acct_cascade,2026-05-09,threaded_replies,feature_use,true,web,25
evt_001478,usr_c10f0cd2,acct_cascade,2026-05-09,calls,feature_use,true,web,10
evt_001479,usr_e0eb29e5,acct_cascade,2026-05-09,admin_permissions,feature_use,true,web,17
evt_001480,usr_e0eb29e5,acct_cascade,2026-05-09,admin_permissions,feature_use,true,web,24
evt_001481,usr_e0eb29e5,acct_cascade,2026-05-09,admin_permissions,feature_use,true,web,2
evt_001482,usr_e0eb29e5,acct_cascade,2026-05-09,channel_browse,feature_use,true,mobile,14
evt_001483,usr_fb7c3e7f,acct_vertex,2026-05-09,boards,feature_use,true,desktop,8
evt_001484,usr_fb7c3e7f,acct_vertex,2026-05-09,admin_permissions,feature_use,false,web,40
evt_001485,usr_5baf21ae,acct_vertex,2026-05-09,admin_permissions,feature_use,true,web,2
evt_001486,usr_5baf21ae,acct_vertex,2026-05-09,integrations,feature_use,false,web,24
evt_001487,usr_5baf21ae,acct_vertex,2026-05-09,search,feature_use,true,web,15
evt_001488,usr_52b4a72e,acct_vertex,2026-05-09,search,feature_use,false,desktop,23
evt_001489,usr_52b4a72e,acct_vertex,2026-05-09,integrations,feature_use,true,web,32
evt_001490,usr_aca5e3d4,acct_vertex,2026-05-09,admin_permissions,feature_use,true,web,18
evt_001491,usr_aca5e3d4,acct_vertex,2026-05-09,admin_permissions,feature_use,true,desktop,38
evt_001492,usr_aca5e3d4,acct_vertex,2026-05-09,threaded_replies,feature_use,true,desktop,32
evt_001493,usr_aca5e3d4,acct_vertex,2026-05-09,mobile_notifications,feature_use,true,mobile,21
evt_001494,usr_1e9f8550,acct_pioneer,2026-05-09,mobile_notifications,feature_use,false,mobile,27
evt_001495,usr_7ea3ab19,acct_pioneer,2026-05-09,mobile_notifications,feature_use,true,mobile,12
evt_001496,usr_7ea3ab19,acct_pioneer,2026-05-09,mobile_notifications,feature_use,true,mobile,21
evt_001497,usr_7ea3ab19,acct_pioneer,2026-05-09,search,feature_use,true,web,22
evt_001498,usr_6dfdafbb,acct_pioneer,2026-05-09,calls,feature_use,true,web,39
evt_001499,usr_6dfdafbb,acct_pioneer,2026-05-09,channel_browse,feature_use,true,mobile,39
evt_001500,usr_6dfdafbb,acct_pioneer,2026-05-09,admin_permissions,feature_use,false,mobile,37
evt_001501,usr_bd4764b5,acct_pioneer,2026-05-09,mobile_notifications,feature_use,true,mobile,32
evt_001502,usr_bd4764b5,acct_pioneer,2026-05-09,search,feature_use,true,web,29
evt_001503,usr_bd4764b5,acct_pioneer,2026-05-09,threaded_replies,feature_use,true,web,37
evt_001504,usr_bd4764b5,acct_pioneer,2026-05-09,search,feature_use,true,desktop,37
evt_001505,usr_3ddd3504,acct_summit,2026-05-09,search,feature_use,true,desktop,20
evt_001506,usr_fbf23e79,acct_summit,2026-05-09,threaded_replies,feature_use,true,web,40
evt_001507,usr_fbf23e79,acct_summit,2026-05-09,search,feature_use,true,desktop,32
evt_001508,usr_fbf23e79,acct_summit,2026-05-09,boards,feature_use,false,web,24
evt_001509,usr_68df771a,acct_summit,2026-05-09,search,feature_use,true,web,21
evt_001510,usr_68df771a,acct_summit,2026-05-09,calls,feature_use,true,web,6
evt_001511,usr_c8f78307,acct_brightline,2026-05-09,channel_browse,feature_use,false,web,22
evt_001512,usr_bf29c225,acct_riverstone,2026-05-09,boards,feature_use,true,desktop,27
evt_001513,usr_bf29c225,acct_riverstone,2026-05-09,integrations,feature_use,true,mobile,16
evt_001514,usr_bf29c225,acct_riverstone,2026-05-09,integrations,feature_use,true,desktop,21
evt_001515,usr_6adfa2d5,acct_riverstone,2026-05-09,channel_browse,feature_use,true,web,36
evt_001516,usr_7bd4d04e,acct_riverstone,2026-05-09,mobile_notifications,feature_use,true,mobile,43
evt_001517,usr_7bd4d04e,acct_riverstone,2026-05-09,search,feature_use,false,web,7
evt_001518,usr_cd000b0d,acct_atlas,2026-05-09,integrations,feature_use,false,web,9
evt_001519,usr_cd000b0d,acct_atlas,2026-05-09,channel_browse,feature_use,true,desktop,40
evt_001520,usr_cd000b0d,acct_atlas,2026-05-09,integrations,feature_use,false,web,18
evt_001521,usr_cd000b0d,acct_atlas,2026-05-09,mobile_notifications,feature_use,true,mobile,7
evt_001522,usr_a7929c9f,acct_atlas,2026-05-09,boards,feature_use,true,desktop,12
evt_001523,usr_df67180d,acct_atlas,2026-05-09,boards,feature_use,true,web,36
evt_001524,usr_df67180d,acct_atlas,2026-05-09,search,feature_use,true,web,33
evt_001525,usr_df67180d,acct_atlas,2026-05-09,mobile_notifications,feature_use,true,mobile,4
evt_001526,usr_df67180d,acct_atlas,2026-05-09,boards,feature_use,true,web,19
evt_001527,usr_87877e5b,acct_horizon,2026-05-09,integrations,feature_use,true,web,16
evt_001528,usr_87877e5b,acct_horizon,2026-05-09,admin_permissions,feature_use,true,web,3
evt_001529,usr_87877e5b,acct_horizon,2026-05-09,integrations,feature_use,true,mobile,18
